,Users,Songs,Artists,Playtime,Album
3621,,Face the Sun,The Grid,"15 Apr 2017, 00:23","4,5,6"
3622,,Tip Top Boss,CCCL,"15 Apr 2017, 00:19",
3623,,no MIDI no Keyboards,CCCL,"15 Apr 2017, 00:14",Chris Carter's Chemistry Lessons
3624,,Suffocation (Memory Tapes Remix),Crystal Castles,"15 Apr 2017, 00:09",
3625,,Should I Stay or Should I Go,The Clash,"15 Apr 2017, 00:03",
3626,,Crystalline,Chrome Hoof,"14 Apr 2017, 23:59",Crush Depth final master
3627,,Electricman,Hoggdoll,"14 Apr 2017, 23:55",Hoggdoll
3628,,honeyland,Hoggdoll,"14 Apr 2017, 23:52",Hoggdoll
3629,,Opal Eyes,Hoggdoll,"14 Apr 2017, 23:48",Hoggdoll
3630,,Peepin Tom,Hoggdoll,"14 Apr 2017, 23:43",Hoggdoll
3631,,Slomo,Chris Carter,"14 Apr 2017, 23:39",The Space Between
3632,,CCCL LepLoop,CCCL,"14 Apr 2017, 23:35",
3633,,Haz Chem (beta3),CCCL,"14 Apr 2017, 23:32",Chris Carter's Chemistry Lessons
3634,,All Hallows Eve ft. Danny Norbury,Demdike Stare,"14 Apr 2017, 23:28",Symbiosis
3635,,Regressor,Demdike Stare,"14 Apr 2017, 23:23",Symbiosis
3636,,Haxan Dub,Demdike Stare,"14 Apr 2017, 23:18",Symbiosis
3637,,Suspicious Drone,Demdike Stare,"14 Apr 2017, 23:11",Symbiosis
3638,,"You Don't Know What You Want, Do You?",Dalhous,"14 Apr 2017, 23:04",Mitchell Heisman
3639,,Fizz,Powell,"14 Apr 2017, 22:56",Fizz
3640,,Sour Times,Portishead,"14 Apr 2017, 22:52",Dummy
3641,,Polly Scattergood - Disco Damaged Kid,Polly Scattergood,"14 Apr 2017, 22:49",
3642,,Acid Clonk Reprise,pHarmerz,"14 Apr 2017, 22:46",20 Acid Clonk Greats
3643,,Skronky Acid Party (part 2),pHarmerz,"14 Apr 2017, 22:40",20 Acid Clonk Greats
3644,,2. Dirty Shellac 78 Blues,Sheer Zed,"14 Apr 2017, 22:35",Burnt-Out Occult Club Personae
3645,,1. Repeat Till Swirly and Then Wish,Sheer Zed,"14 Apr 2017, 22:30",Burnt-Out Occult Club Personae
3646,,Genesis,Grimes,"14 Apr 2017, 22:25",Visions
3647,,Man Vs Sofa,Sherwood & Pinch,"14 Apr 2017, 22:23",Man vs Sofa
3648,,Midnight Mindset,Sherwood & Pinch,"14 Apr 2017, 22:19",Man vs Sofa
3649,,Merry Christmas Mr. Lawrence,Sherwood & Pinch,"14 Apr 2017, 22:15",Man vs Sofa
3650,,Glacial Dancehall - Side A,Jay Glass Dubs,"14 Apr 2017, 21:59",Glacial Dancehall
3651,,Glacial Dancehall - Side B,Jay Glass Dubs,"14 Apr 2017, 21:43",Glacial Dancehall
3652,,Ball Park Incident,Wizzard,"08 Apr 2017, 18:10",Top of the Pops 1972
3653,,10538 Overature,Electric Light Orchestra,"08 Apr 2017, 18:04",Top of the Pops 1972
3654,,Always Crashing in the Same Car,David Bowie,"08 Apr 2017, 17:16",Low
3655,,Arch Carrier (Atolyth Remix),Autechre,"08 Apr 2017, 17:12",remixes
3656,,Sunset Gun (Beat Mix),The Damage Manual,"08 Apr 2017, 17:08",Damaged Dubs
3657,,Silver Machine Feat. Billie Ray Martin,Hell,"08 Apr 2017, 16:56",Teufelswerk
3658,,Walking On Sunshine,Fucked Up,"08 Apr 2017, 16:52","BrooklynVegan Presents Sun Salute:  A Tribute To Katrina And The Waves For The 25th Anniversary Of ""Walking on Sushine"""
3659,,Dark Side of the Autobahn,Mordant Music,"08 Apr 2017, 16:47",
3660,,01 woman in chains,Coseph Jonrad,"08 Apr 2017, 16:41",paper round tapes volume 8 (320 mp3s)
3661,,01 evil woman,Coseph Jonrad,"08 Apr 2017, 16:37",paper round tapes volume 9 (320 mp3s)
3662,,Hot on the heels of love,Soft Metals,"08 Apr 2017, 16:31",Hot on the Heels of Love - Single
3663,,TREZA - SYNTHESE,Treza,"07 Apr 2017, 22:58",Higher Tempo
3664,,Connie N' Frank,Tony Underground,"07 Apr 2017, 22:49",Omission EP
3665,,Omission,Tony Underground,"07 Apr 2017, 22:43",Omission EP
3666,,Uomo-Sex-Al-Apache,Bow Wow Wow,"07 Apr 2017, 22:40",Peel Session - 1980-10-27
3667,,Lying ( GG remix ),Factory Floor,"07 Apr 2017, 22:33",
3668,,Dark Side of the Autobahn,Mordant Music,"07 Apr 2017, 22:29",
3669,,Machine Gun (Remix),The Genetic Terrorists,"07 Apr 2017, 22:22",White Stains
3670,,Genesis,Grimes,"07 Apr 2017, 22:18",Visions
3671,,You,Any Color Black,"07 Apr 2017, 22:14",Any Color Black - Answer EP
3672,,Red Lights,Holy Fuck,"07 Apr 2017, 22:10",Latin
3673,,Groove To Get Down,Sugardog,"07 Apr 2017, 22:05",Tekno Acid Beat
3674,,Comfy in Nautica,Panda Bear,"07 Apr 2017, 22:01",Person Pitch
3675,,El final de la noche,Svper,"07 Apr 2017, 21:57",Pegasvs
3676,,Sunday Shining,Finley Quaye,"07 Apr 2017, 21:54",Maverick A Strike
3677,,Goody Two Shoes,Adam and the Ants,"07 Apr 2017, 21:50",The Very Best of Adam & The Ants
3678,,New Rose,The Damned,"07 Apr 2017, 21:47",Total Damnation
3679,,Rock and Roll (Part 2),Gary Glitter,"07 Apr 2017, 21:45",Glitter
3680,,Facefuck,Organs of Love,"07 Apr 2017, 21:39",Bone
3681,,Little Birds,Official Secrets Act,"07 Apr 2017, 21:33",Understanding Electricity
3682,,teenspeed rat race,The Opiates,"02 Apr 2017, 18:48",
3683,,Dream Baby Dream (Four Tet Remix),Neneh Cherry & The Thing,"02 Apr 2017, 18:39",
3684,,Bicycle (Little Loud Remix),Memory Tapes,"02 Apr 2017, 18:34",
3685,,Runaway Boys,Stray Cats,"02 Apr 2017, 18:31",The Very Best Of
3686,,Mmmbop,Hanson,"02 Apr 2017, 18:26",MmmBop : The Collection
3687,,Boyfriend,Best Coast,"02 Apr 2017, 18:24",Crazy for You
3688,,Ghostrider,Gavin Friday and David Ball,"02 Apr 2017, 18:21",Ghostrider
3689,,The Gnome,"Emerson, Lake & Palmer","02 Apr 2017, 18:17",Pictures At An Exhibition
3690,,Promenade,"Emerson, Lake & Palmer","02 Apr 2017, 18:15",Pictures At An Exhibition
3691,,Walking Through Heaven,Chris & Cosey,"02 Apr 2017, 18:10",Songs of Love & Lust
3692,,Eat Yr Heart,HTRK,"02 Apr 2017, 18:06","Work (Work, Work)"
3693,,Should Have Taken Acid With You,Neon Indian,"02 Apr 2017, 18:04",Psychic Chasms
3694,,Babe,Evenings,"02 Apr 2017, 18:01",North Dorm Ep
3695,,Still Young,Evenings,"02 Apr 2017, 17:57",North Dorm Ep
3696,,Today Is the Day,Yo La Tengo,"02 Apr 2017, 17:52",Today is the Day EP
3697,,Outsmartener,Yo La Tengo,"02 Apr 2017, 17:49",Today is the Day EP
3698,,opposite direction,Union Of Knives,"02 Apr 2017, 17:45",Violence and Birdsong
3699,,We Are All Doing Drugs,Union Of Knives,"02 Apr 2017, 17:41",
3700,,Pulsatron - vocal mix,Siobhan Fahey,"02 Apr 2017, 17:38",Pulsatron
3701,,Spoilrod,Security,"02 Apr 2017, 17:34","Electric 7"" part 2"
3702,,cruise control,Security,"02 Apr 2017, 17:31","Electric 7"" part 1"
3703,,4. Cut Ups With Selves and Alex,Sheer Zed,"02 Apr 2017, 17:26",Burnt-Out Occult Club Personae
3704,,3. The Regurgitation of Bilge,Sheer Zed,"02 Apr 2017, 17:18",Burnt-Out Occult Club Personae
3705,,2. Dirty Shellac 78 Blues,Sheer Zed,"02 Apr 2017, 17:13",Burnt-Out Occult Club Personae
3706,,1. Repeat Till Swirly and Then Wish,Sheer Zed,"02 Apr 2017, 17:08",Burnt-Out Occult Club Personae
3707,,Sequencer,Chris & Cosey,"02 Apr 2017, 17:02",Collectiv Three: An Elemental Rendevous
3708,,Loop,Chris & Cosey,"02 Apr 2017, 16:57",Collectiv Three: An Elemental Rendevous
3709,,Elemental 7,Chris & Cosey,"02 Apr 2017, 16:55",Collectiv Three: An Elemental Rendevous
3710,,CTI Credit Sequence,Chris & Cosey,"02 Apr 2017, 16:52",Collectiv Three: An Elemental Rendevous
3711,,The Hard Way In & The Easy Way Out,Thomas Leer & Robert Rental,"02 Apr 2017, 16:47",
3712,,a3,Robert Rental,"02 Apr 2017, 16:38",Mental Detentions
3713,,a2,Robert Rental,"02 Apr 2017, 16:30",Mental Detentions
3714,,a1,Robert Rental,"02 Apr 2017, 16:18",Mental Detentions
3715,,Horizon of Emerald,Average Alien,"02 Apr 2017, 16:15",We've been everywhere — except for all the other places
3716,,Galaxy Trek,Average Alien,"02 Apr 2017, 16:10",We've been everywhere — except for all the other places
3717,,Nightsky,Average Alien,"02 Apr 2017, 16:06",We've been everywhere — except for all the other places
3718,,Efrom (the Retarded Rabbit),aTelecine,"02 Apr 2017, 16:04",aVigillant Carpark E.P.
3719,,Larry Park,aTelecine,"02 Apr 2017, 16:01",aVigillant Carpark E.P.
3720,,Matic,aTelecine,"02 Apr 2017, 16:00",aVigillant Carpark E.P.
3721,,The Pleasure Dome,aTelecine,"02 Apr 2017, 15:59",aVigillant Carpark E.P.
3722,,Every Wolf Every...,aTelecine,"02 Apr 2017, 15:57",aVigillant Carpark E.P.
3723,,Red,aTelecine,"02 Apr 2017, 15:55",aVigillant Carpark E.P.
3724,,Cowboys In Cuba Remixed,Chris & Cosey,"01 Apr 2017, 19:25",Carter Tutti Remix Chris & Cosey
3725,,Crystalline,Chrome Hoof,"01 Apr 2017, 19:21",Crush Depth final master
3726,,Dead Eyes Opened 1983 (edit),Severed Heads,"01 Apr 2017, 19:17",Since the Accident
3727,,Gashing the Old Mae West (short version),Severed Heads,"01 Apr 2017, 19:11",Since the Accident
3728,,Houses Still Standing,Severed Heads,"01 Apr 2017, 19:07",Since the Accident
3729,,A Million Angels,Severed Heads,"01 Apr 2017, 18:33",Since the Accident
3730,,A Relic of the Empire,Severed Heads,"01 Apr 2017, 18:32",Since the Accident
3731,,9. Oceanic Nuclear Blast,Sheer Zed,"01 Apr 2017, 18:12",Burnt-Out Occult Club Personae
3732,,8. Space Sigil Signal,Sheer Zed,"01 Apr 2017, 18:05",Burnt-Out Occult Club Personae
3733,,7. Slow Motion Devotion,Sheer Zed,"01 Apr 2017, 18:00",Burnt-Out Occult Club Personae
3734,,6. Burnt-Out Occult Club Personae,Sheer Zed,"01 Apr 2017, 17:53",Burnt-Out Occult Club Personae
3735,,5. Paranoia is Vertigo from Expanding Consciousness,Sheer Zed,"01 Apr 2017, 17:45",Burnt-Out Occult Club Personae
3736,,Closet Love,Annie Anxiety,"11 Mar 2017, 19:55",
3737,,Bug Catcher (Laica Remix),DIL23,"04 Mar 2017, 23:55",Bug Catcher
3738,,io4tbc8 (Grinder Mix),eBRAT,"04 Mar 2017, 23:54",io4x
3739,,Interferon,Thomas Leer & Robert Rental,"04 Mar 2017, 23:46",The Bridge - INDUSTRIAL RECORDS IR0007
3740,,Calling the Tune,Thee Balancer,"04 Mar 2017, 23:41",Oregon Pine
3741,,Rise (Edit),Sugar Bullet,"04 Mar 2017, 23:37",Rise
3742,,Runaway Boys,Stray Cats,"04 Mar 2017, 23:34",The Very Best Of
3743,,Dark Peak,Salford Electronics Ft Unadrummer,"04 Mar 2017, 23:31",
3744,,Hot Buttered Acid,pHarmerz,"04 Mar 2017, 23:23",20 Acid Clonk Greats
3745,,Acid Owes Me Money,pHarmerz,"04 Mar 2017, 23:17",20 Acid Clonk Greats
3746,,Unlearn,Sherwood & Pinch,"04 Mar 2017, 23:11",Man vs Sofa
3747,,Retribution,Sherwood & Pinch,"04 Mar 2017, 23:07",Man vs Sofa
3748,,Sherwood & Pinch Ft. Lee 'scratch' Perry - Lies,Sherwood & Pinch,"04 Mar 2017, 23:04",Man vs Sofa
3749,,Roll Call,Sherwood & Pinch,"04 Mar 2017, 23:01",Man vs Sofa
3750,,Midnight Mindset,Sherwood & Pinch,"04 Mar 2017, 22:57",Man vs Sofa
3751,,Merry Christmas Mr. Lawrence,Sherwood & Pinch,"04 Mar 2017, 22:53",Man vs Sofa
3752,,Man Vs Sofa,Sherwood & Pinch,"04 Mar 2017, 22:50",Man vs Sofa
3753,,Juggling Act,Sherwood & Pinch,"04 Mar 2017, 22:46",Man vs Sofa
3754,,Itchy Face,Sherwood & Pinch,"04 Mar 2017, 22:42",Man vs Sofa
3755,,Gun Law,Sherwood & Pinch,"04 Mar 2017, 22:39",Man vs Sofa
3756,,Charger,Sherwood & Pinch,"04 Mar 2017, 22:35",Man vs Sofa
3757,,rust blue qashqa,Muslimgauze,"04 Mar 2017, 22:30",Wish of the Flayed
3758,,rust blue qashqa,Muslimgauze,"04 Mar 2017, 22:25",Wish of the Flayed
3759,,abode of turquoize,Muslimgauze,"04 Mar 2017, 22:21",Wish of the Flayed
3760,,lozenge motif,Muslimgauze,"04 Mar 2017, 22:18",Wish of the Flayed
3761,,Soul Food,Martina Topley-Bird,"04 Mar 2017, 22:13",Quixotic
3762,,Anything,Martina Topley-Bird,"04 Mar 2017, 22:08",Quixotic
3763,,Need One,Martina Topley-Bird,"04 Mar 2017, 22:04",Quixotic
3764,,Intro,Martina Topley-Bird,"04 Mar 2017, 22:03",Quixotic
3765,,"I Love You, Suzanne",Lou Reed,"04 Mar 2017, 22:00",The Best of Lou Reed & the Velvet Underground
3766,,Smash Your Radio!,Sister Machine Gun,"04 Mar 2017, 21:56",[R]evolution
3767,,Carbon Copy,Sister Machine Gun,"04 Mar 2017, 21:53",[R]evolution
3768,,A Million Angels,Severed Heads,"04 Mar 2017, 21:50","12"""
3769,,I Am a Cat,少年ナイフ,"20 Feb 2017, 02:25",
3770,,Solvents,NUN,"20 Feb 2017, 02:19",
3771,,Ray of Light,Madonna,"20 Feb 2017, 02:14",
3772,,Maria,Blondie,"20 Feb 2017, 02:09",
3773,,Rocket (Richard X One Zero Remix),Goldfrapp,"20 Feb 2017, 02:02",
3774,,Wigwam,Wigwam,"20 Feb 2017, 01:58",
3775,,Hounds of Love,Kate Bush,"20 Feb 2017, 01:55",
3776,,Missing (Todd Terry remix),Everything But the Girl,"20 Feb 2017, 01:52",
3777,,Got a Hold on Me,Christine McVie,"20 Feb 2017, 01:44",
3778,,Cut With The Cake Knife,Rose McDowell,"20 Feb 2017, 01:40",
3779,,Pile of Woe,Laura Cantrell,"20 Feb 2017, 01:37",
3780,,Cache cache,Cours Lapin,"20 Feb 2017, 01:34",
3781,,Ha,HTRK,"20 Feb 2017, 01:29",
3782,,Searching For Mr Right,Young Marble Giants,"20 Feb 2017, 01:26",
3783,,Degenerated Man,Pink Military,"20 Feb 2017, 01:22",
3784,,Stupid Girl,Garbage,"20 Feb 2017, 01:20",
3785,,Birthday,The Sugarcubes,"20 Feb 2017, 01:10",
3786,,Sharkey's Night,Laurie Anderson,"20 Feb 2017, 01:04",
3787,,Warm Leatherette,Suzi Quatro,"20 Feb 2017, 01:00",
3788,,Ray of Light,Madonna,"20 Feb 2017, 00:55",
3789,,Union City Blue (2001 Digital Remaster),Blondie,"20 Feb 2017, 00:52",
3790,,Rise,Sugar Bullet,"20 Feb 2017, 00:41",
3791,,Doin' The Do,Betty Boo,"20 Feb 2017, 00:37",
3792,,Push the Button,Sugababes,"20 Feb 2017, 00:34",
3793,,Some Girls (Remix),Rachel Stevens,"20 Feb 2017, 00:29",
3794,,Mysteries,Yeah Yeah Yeahs,"20 Feb 2017, 00:25",
3795,,If You're Legal,Du Blonde,"20 Feb 2017, 00:17",
3796,,Lonliest Man In The World,The Tourists,"20 Feb 2017, 00:13",
3797,,I Confess,Babyslave,"20 Feb 2017, 00:11",
3798,,Pick Up Sticks,Super Adventure Club,"20 Feb 2017, 00:06",
3799,TheMannen,Désolation,Year of No Light,"13 Apr 2017, 15:43",Tocsin
3800,,Géhenne,Year of No Light,"13 Apr 2017, 15:37",Tocsin
3801,,You Fucking People Make Me Sick,Swans,"13 Apr 2017, 15:33",My Father Will Guide Me Up a Rope to the Sky
3802,,My Birth,Swans,"13 Apr 2017, 15:29",My Father Will Guide Me Up a Rope to the Sky
3803,,Jim,Swans,"13 Apr 2017, 15:22",My Father Will Guide Me Up a Rope to the Sky
3804,,Reeling the Liars In,Swans,"13 Apr 2017, 15:20",My Father Will Guide Me Up a Rope to the Sky
3805,,No Words / No Thoughts,Swans,"13 Apr 2017, 15:06",My Father Will Guide Me Up a Rope to the Sky
3806,,Avatar,Swans,"13 Apr 2017, 14:57",The Seer
3807,,Lunacy,Swans,"13 Apr 2017, 14:51",The Seer
3808,,Mladic,Godspeed You! Black Emperor,"13 Apr 2017, 14:31",'Allelujah! Don't Bend! Ascend!
3809,,Faithless,Social Distortion,"12 Apr 2017, 20:12","Sex, Love and Rock 'n' Roll"
3810,,Winners and Losers,Social Distortion,"12 Apr 2017, 20:08","Sex, Love and Rock 'n' Roll"
3811,,I Wasn't Born to Follow,Social Distortion,"12 Apr 2017, 20:05","Sex, Love and Rock 'n' Roll"
3812,,Nickels and Dimes,Social Distortion,"12 Apr 2017, 20:02","Sex, Love and Rock 'n' Roll"
3813,,Footprints on My Ceiling,Social Distortion,"12 Apr 2017, 19:56","Sex, Love and Rock 'n' Roll"
3814,,Drunk With Wormwood,Griftegård,"12 Apr 2017, 19:51",Solemn.Sacred.Severe
3815,,Noah's Hands,Griftegård,"12 Apr 2017, 19:46",Solemn.Sacred.Severe
3816,,I Refuse These Ashes,Griftegård,"12 Apr 2017, 19:38",Solemn.Sacred.Severe
3817,,Mörkt kallt ljus,Den Svenska Björnstammen,"12 Apr 2017, 19:36",Ett fel närmare rätt
3818,,Klagan,Den Svenska Björnstammen,"12 Apr 2017, 19:34",I förhållande till
3819,,Ta Min Hand - 2005 Remastered Version,Eldkvarn,"12 Apr 2017, 19:27",Himmelska Dagar
3820,,Norrköping,Laakso,"12 Apr 2017, 19:24",Mother Am I Good Looking?
3821,,Untitled,Social Distortion,"12 Apr 2017, 19:19",White Light White Heat White Trash
3822,,Don't Drag Me Down,Social Distortion,"12 Apr 2017, 19:15",White Light White Heat White Trash
3823,,Dear Lover,Social Distortion,"12 Apr 2017, 19:10",White Light White Heat White Trash
3824,,Reach for the Sky,Social Distortion,"12 Apr 2017, 19:07","Sex, Love and Rock 'n' Roll"
3825,,Don't Take Me for Granted,Social Distortion,"12 Apr 2017, 19:03","Sex, Love and Rock 'n' Roll"
3826,,See You in Hell,Grim Reaper,"08 Apr 2017, 20:52",Best Of Grim Reaper
3827,,The Psychedelic Warlords (Disappear in Smoke),Hawkwind,"08 Apr 2017, 18:56",Hall of the Mountain Grill
3828,,Punkrocker,Teddybears,"07 Apr 2017, 19:43",Soft Machine
3829,,"Gold - From The Original Motion Picture Soundtrack ""Gold""",Iggy Pop,"07 Apr 2017, 19:40","Gold (From The Original Motion Picture Soundtrack ""Gold"")"
3830,,Break Into Your Heart,Iggy Pop,"07 Apr 2017, 19:36",Post Pop Depression
3831,,Sister Midnight,Iggy Pop,"07 Apr 2017, 19:32",The Idiot
3832,,Sunday,Iggy Pop,"07 Apr 2017, 19:25",Post Pop Depression
3833,,Gardenia,Iggy Pop,"07 Apr 2017, 19:21",Post Pop Depression
3834,,Real Wild Child (Wild One),Iggy Pop,"07 Apr 2017, 19:17",Iggy Pop - Universal Masters Collection
3835,,Nightclubbing,Iggy Pop,"07 Apr 2017, 19:12",The Idiot
3836,,Candy,Iggy Pop,"07 Apr 2017, 19:08",Brick By Brick
3837,,Lust For Life,Iggy Pop,"07 Apr 2017, 19:03",Lust For Life
3838,,Punkrocker,Teddybears,"07 Apr 2017, 18:59",Soft Machine
3839,,The Passenger,Iggy Pop,"07 Apr 2017, 18:54",Lust For Life
3840,,Terror,Deportees,"07 Apr 2017, 18:49",The Big Sleep
3841,,(You Make Me Feel Like) A Natural Woman,Carole King,"04 Apr 2017, 20:02",Tapestry
3842,,Where You Lead,Carole King,"04 Apr 2017, 19:58",Tapestry
3843,,You've Got a Friend,Carole King,"04 Apr 2017, 19:53",Tapestry
3844,,I Feel the Earth Move,Carole King,"04 Apr 2017, 19:50",Tapestry
3845,,It's Too Late,Carole King,"04 Apr 2017, 19:46",Tapestry
3846,,Meet The Foetus / Oh The Joy,Brody Dalle,"04 Apr 2017, 18:28",Diploid Love
3847,,Digital Cowboy,Teddybears,"04 Apr 2017, 18:24",Rock 'n' roll Highschool
3848,,Throw Your Hands Up,Teddybears,"04 Apr 2017, 18:21",Rock 'n' roll Highschool
3849,,Skit 2,Teddybears,"04 Apr 2017, 18:20",Rock 'n' roll Highschool
3850,,Yours to Keep,Teddybears,"04 Apr 2017, 18:17",Rock 'n' roll Highschool
3851,,Tigerman,Teddybears,"04 Apr 2017, 18:13",Rock 'n' roll Highschool
3852,,Automatic Lover,Teddybears,"04 Apr 2017, 18:10",Rock 'n' roll Highschool
3853,,Skit 1,Teddybears,"04 Apr 2017, 18:09",Rock 'n' roll Highschool
3854,,Start at 11,Teddybears,"04 Apr 2017, 18:06",Rock 'n' roll Highschool
3855,,Punkrocker,Teddybears,"04 Apr 2017, 18:01",Rock 'n' roll Highschool
3856,,Ahead Of My Time,Teddybears,"04 Apr 2017, 17:57",Rock 'n' roll Highschool
3857,,Rock 'n' Roll Highschool,Teddybears,"04 Apr 2017, 17:53",Rock 'n' roll Highschool
3858,,Teddybears live 'n' direct,Teddybears,"04 Apr 2017, 17:51",Rock 'n' roll Highschool
3859,,Punkrocker,Teddybears,"04 Apr 2017, 17:47",Soft Machine
3860,,Go West - Original Version 1979,Village People,"04 Apr 2017, 17:33",Go West In The Navy
3861,,Doctor Doctor - 2007 Remaster,UFO,"04 Apr 2017, 17:29",Phenomenon (2007 Remaster)
3862,,Punkrocker,Teddybears,"04 Apr 2017, 17:25",Soft Machine
3863,,Punkrocker,Teddybears,"04 Apr 2017, 17:20",Rock 'n' roll Highschool
3864,,Punkrocker,Teddybears,"04 Apr 2017, 17:16",Soft Machine
3865,,Psalm,Thåström,"04 Apr 2017, 14:25",Den Morronen
3866,,Långsamt genom,Thåström,"04 Apr 2017, 14:21",Den Morronen
3867,,Gärna gjort det,Thåström,"04 Apr 2017, 14:16",Den Morronen
3868,,Slickar i mig det sista,Thåström,"04 Apr 2017, 14:12",Den Morronen
3869,,Alltid va på väg,Thåström,"04 Apr 2017, 14:07",Den Morronen
3870,,Kom med mig,Thåström,"04 Apr 2017, 14:03",Den Morronen
3871,,Ner Mot Terminalen,Thåström,"04 Apr 2017, 13:58",Den Morronen
3872,,Den Morronen,Thåström,"04 Apr 2017, 13:53",Den Morronen
3873,,Gräsfläckar,Thåström,"04 Apr 2017, 13:50",Den Morronen
3874,,Wicked Witch,Demons & Wizards,"04 Apr 2017, 13:46",Touched by the Crimson King
3875,,Terror,Deportees,"04 Apr 2017, 13:41",The Big Sleep
3876,,Hard Rain,Deportees,"04 Apr 2017, 13:37",The Big Sleep
3877,,A Shelter And A Storm,Deportees,"04 Apr 2017, 13:31",The Big Sleep
3878,,Born To Be Loved,Deportees,"04 Apr 2017, 13:27",The Big Sleep
3879,,Terrible Machine,Deportees,"04 Apr 2017, 13:23",The Big Sleep
3880,,Interlude,Deportees,"04 Apr 2017, 13:22",The Big Sleep
3881,,Love Me Like I'm Gone,Deportees,"04 Apr 2017, 13:18",The Big Sleep
3882,,Dark Horse,Deportees,"04 Apr 2017, 13:12",The Big Sleep
3883,,Out Pretending,Deportees,"04 Apr 2017, 13:10",The Big Sleep
3884,,Flyktsoda,Ebba Grön,"04 Apr 2017, 13:06",Samlingen
3885,,Die Mauer,Ebba Grön,"04 Apr 2017, 13:02",Samlingen
3886,,Mona Tumbas Slim Club,Ebba Grön,"04 Apr 2017, 13:00",Samlingen
3887,,Tyst för fan,Ebba Grön,"04 Apr 2017, 12:57",Samlingen
3888,,Mental istid,Ebba Grön,"04 Apr 2017, 12:54",Samlingen
3889,,Mamma pappa barn,Ebba Grön,"04 Apr 2017, 12:51",Samlingen
3890,,800°C,Ebba Grön,"04 Apr 2017, 12:47",Samlingen
3891,,Ung & kåt,Ebba Grön,"04 Apr 2017, 12:44",Samlingen
3892,,Staten & kapitalet,Ebba Grön,"04 Apr 2017, 12:39",Samlingen
3893,,Saturnine,Electric Wizard,"04 Apr 2017, 12:27",Witchcult Today
3894,,Torquemada '71,Electric Wizard,"04 Apr 2017, 12:20",Witchcult Today
3895,,The Chosen Few,Electric Wizard,"04 Apr 2017, 12:11",Witchcult Today
3896,,Raptus,Electric Wizard,"04 Apr 2017, 12:09",Witchcult Today
3897,,Satanic Rites of Drugula,Electric Wizard,"04 Apr 2017, 12:03",Witchcult Today
3898,,Dunwich,Electric Wizard,"04 Apr 2017, 11:57",Witchcult Today
3899,,Witchcult Today,Electric Wizard,"04 Apr 2017, 11:49",Witchcult Today
3900,,Rock 'n' Roll Highschool,Teddybears,"04 Apr 2017, 11:45",Rock 'n' roll Highschool
3901,,Get Mama A House,Teddybears,"04 Apr 2017, 11:42",Devil's Music
3902,,Doctor Doctor - 2007 Remaster,UFO,"04 Apr 2017, 11:38",Phenomenon (2007 Remaster)
3903,,Jag vill ha en egen måne,Ted Gärdestad,"04 Apr 2017, 11:34","Sol, vind och vatten/Det bästa med Ted Gärdestad"
3904,,Eiffeltornet,Ted Gärdestad,"04 Apr 2017, 11:31","Sol, vind och vatten/Det bästa med Ted Gärdestad"
3905,,Så mycket bättre,Ted Gärdestad,"04 Apr 2017, 11:27","Sol, vind och vatten/Det bästa med Ted Gärdestad"
3906,,Changes - 2015 Remastered Version,David Bowie,"04 Apr 2017, 11:23",Hunky Dory (2015 Remastered Version)
3907,,Punkrocker,Teddybears,"04 Apr 2017, 11:19",Soft Machine
3908,,After Forever,Black Sabbath,"02 Apr 2017, 20:13",Master of Reality
3909,,Sweet Leaf,Black Sabbath,"02 Apr 2017, 20:08",Master of Reality
3910,,Solitude,Black Sabbath,"02 Apr 2017, 20:03",Master of Reality
3911,,Planet Caravan,Black Sabbath,"02 Apr 2017, 19:58",Paranoid
3912,,Portrait,Coven,"02 Apr 2017, 14:41",Witchcraft Destroys Minds & Reap Souls
3913,,Dignitaries of Hell,Coven,"02 Apr 2017, 14:37",Witchcraft Destroys Minds & Reap Souls
3914,,Wicked Woman,Coven,"02 Apr 2017, 14:34",Witchcraft Destroys Minds & Reap Souls
3915,,"Choke, Thirst, Die",Coven,"02 Apr 2017, 14:31",Witchcraft Destroys Minds & Reap Souls
3916,,Pact With Lucifer,Coven,"02 Apr 2017, 14:27",Witchcraft Destroys Minds & Reap Souls
3917,,For Unlawful Carnal Knowledge,Coven,"02 Apr 2017, 14:22",Witchcraft Destroys Minds & Reap Souls
3918,,Coven In Charing Cross,Coven,"02 Apr 2017, 13:51",Witchcraft Destroys Minds & Reap Souls
3919,,White Witch of Rose Hall,Coven,"02 Apr 2017, 13:48",Witchcraft Destroys Minds & Reap Souls
3920,,Black Sabbath,Coven,"02 Apr 2017, 13:45",Witchcraft Destroys Minds & Reap Souls
3921,,Cygnus,Cult of Luna,"02 Apr 2017, 13:28",Mariner
3922,,Approaching Transition,Cult of Luna,"02 Apr 2017, 13:15",Mariner
3923,,The Wreck of S.S. Needle,Cult of Luna,"02 Apr 2017, 13:06",Mariner
3924,,Chevron,Cult of Luna,"02 Apr 2017, 12:57",Mariner
3925,,A Greater Call,Cult of Luna,"02 Apr 2017, 12:49",Mariner
